id,bkk_datetime,type,message,link,likes,comments,shares,reactions,love,care,haha,wow,sad,angry,promotion_status
352750091735719_3316737995073889,Thu Sep 17 15:51:18 2020,event,,https://www.facebook.com/events/3316737995073889/,95,0,0,97,2,0.0,0,0,0,0,ineligible
352750091735719_1289240948086624,Thu Sep 17 18:55:18 2020,link,"“จากเดิมที่เราเคยดูแต่งานด้านการเงิน ถึงตอนนี้เรามองได้กว้างขึ้น และเข้าใจทั้งกระบวนการมากขึ้น”
.
อ่านบทสัมภาษณ์คุณชัคพัฒน์ นัสการ หรือพี่ชัค CEO จาก Thinkmate Business Advisory และ CFO จาก Tourkrub ที่มีโอกาสเปิดมุมมองและฝึกทักษะของผู้นำยุคใหม่ ที่ต้องมีสกิลด้าน Technology จนเอามาช่วยพัฒนาธุรกิจของตัวเองได้
.
ซึ่งทักษะทั้งหมดนี้คุณชัคได้มาจากโปรแกรม Digital Leadership Bootcamp (DLB) รุ่นที่ 1 หลักสูตรอัพสกิลผู้นำยุคดิจิทัล โดยเหล่า Speakers ชั้นนำระดับประเทศ
.
.
���� #ซึ่งตอนนี้กำลังเปิดรับสมัครรุ่นที่2 หลักสูตร 10 สัปดาห์ ที่เข้มข้นและแตกต่างกว่า ด้วย Bootcamp ที่เน้นการลงมือทำ พร้อมเรียนรู้จากประสบการณ์จริงของผู้เชี่ยวชาญที่ประสบความสำเร็จในองค์กรใหญ่ระดับโลกมากมายทั้ง Facebook, Google, Amazon, Line, Lazada รวมไปถึงบริษัทเทคโนโลยีชั้นนำสัญชาติไทยอย่าง SCB10X, Builk และ Jitta
.
ด้วยเนื้อหาที่จะช่วยพัฒนาสกิลใหม่ๆ ทั้ง Design Thinking, Data Analytics, OKRs, Agile และทักษะอื่นๆ ที่จำเป็นสำหรับธุรกิจยุคดิจิทัล พร้อม Workshop ที่คุณจะได้ลงมือทำโจทย์ธุรกิจจริง ลองแก้ปัญหาจริง
.
หลักสูตรนี้เหมาะสำหรับ

�� เจ้าของ SME ที่อยากพลิกโฉมธุรกิจ 
�� ผู้บริหาร หรือหัวหน้าทีมในองค์กรใหญ่ที่กำลัง transform ตัวเอง 
�� ทีม People ที่อยากเข้าใจทักษะ และรูปแบบการทำงานขององค์กรดิจิทัล 
�� ผู้ที่สนใจพัฒนาทักษะความเป็นผู้นำที่แข็งแกร่งในยุคดิจิทัล
.
�� #พิเศษ สัมผัสประสบการณ์สร้าง Digital Product จริง ผ่านกระบวนการ Design Sprint จาก Google ที่คุณจะได้ลองทำ Prototype ไปทดสอบกับลูกค้าจริงภายในเวลาแค่ 3 วัน นำโดย ดร.วิโรจน์ จิรพัฒนกุล Google Certified Sprint Master คนแรกของเมืองไทย
.
#เปิดรับสมัครแล้ววันนี้ ดูรายละเอียดเพิ่มเติมที่ �� https://to.skooldio.com/chtmn
.
สอบถามเพิ่มเติมได้ที่ hello@skooldio.com หรือ ส่ง Inbox เข้ามาที่เพจ Skooldio
.
#DigitalLeadershipBootcamp #DLB #Skooldio",https://to.skooldio.com/chktmn,24,0,11,28,2,0.0,0,2,0,0,inactive
352750091735719_1289242754753110,Fri Sep 18 08:27:00 2020,photo,"�� ทำไมเว็บไซต์ Airbnb ที่มีผู้ใช้งานกว่า 150 ล้านคนในปัจจุบัน ถึงยังโหลดไว ไม่สะดุด? แล้วถ้าเราอยากทำเว็บให้ลื่นปรื๊ดบ้างล่ะ ต้องปรับตรงไหน?
.
⭐ หนึ่งในเทคนิคที่ Airbnb ใช้ คือ Progressive Hydration ซึ่งวิธีนี้จะปรับให้เว็บไซต์เลือกโหลด Components ต่างๆ ตามความสำคัญของสิ่งนั้น แทนที่จะโหลดทุกอย่างพร้อมกัน
.
�� ข้อดีของการใช้ Progressive Hydration
- Components ที่ไม่สำคัญจะยังไม่ถูกโหลด
- ใช้ SSR (Server-side rendering) เพื่อให้โหลดเร็วขึ้น
- แต่ละส่วนของเว็บไซต์จะโหลดขึ้นตาม Interaction ของ User (ในเคสของ Airbnb คือการที่ User Scroll หรือเลื่อนขึ้น)
- เวลาที่ใช้เพื่อให้เว็บไซต์โต้ตอบ หรือ TTI (Time to Interactive) ลดลง
.
ข้อมูลเพิ่มเติม
�� : bit.ly/react-progressive
�� : bit.ly/ng-lazy
�� : bit.ly/vue-lazy
ข้อมูลอ้างอิงจากงาน Google I/O https://youtu.be/k-A2VfuUROg
-----------------------------------------------------------------
�� อยากทำเว็บไซต์ให้ดี แค่เทคนิคเดียวคงไม่พอ! มาเรียนรู้วิธีเพิ่มประสิทธิภาพเว็บไซต์อย่างเข้มข้น กับคลาส Mastering Web Performance Optimization โดยพี่ตั้ง วรัทธน์ วงศ์มณีกิจ Google Developers Expert in Web Technologies
.
�� #พิเศษ !! Early Bird ลดทันที 2,000 บาท วันสุดท้าย !! (บุคคลธรรมดาเท่านั้น) ��
�� #พิเศษ !! ลดทันทีท่านละ 1,000 บาท เมื่อสมัครตั้งแต่ 2 ท่านขึ้นไป (ทั้งในนามบุคคล และบริษัท) ��
.
��สมัครเลย https://to.skooldio.com/web-performance
.
�� Mastering Web Performance Optimization รุ่นที่ 6 ��
�� วันเสาร์ที่ 26 กันยายน 2563
�� เวลา 09.30 - 17.00 น.
�� KX Building, BTS วงเวียนใหญ่
.
#Skooldio #WebPerformance",https://www.facebook.com/skooldio/photos/a.457984764545584/1289242451419807/?type=3,42,0,17,44,1,0.0,0,1,0,0,inactive
352750091735719_1289870224690363,Fri Sep 18 13:57:23 2020,video,"ฟังอ.พี่ต้า - ดร.วิโรจน์ จิรพัฒนกุล ผู้ร่วมก่อตั้ง Skooldio แชร์มุมมองทิศทางการปรับตัวของคนรุ่นใหม่จากความท้าทาย 3 มิติ ที่ไปร่วมพูดคุยในงาน Sea x THE STANDARD Special Live: Thai Youth’s Challenges in the Next Normal
.
#Skooldio #UpskillWithSkooldio",https://www.facebook.com/thestandardth/videos/814335919105168/,24,0,14,27,1,0.0,0,2,0,0,ineligible
352750091735719_1288126608198058,Fri Sep 18 16:11:32 2020,album,"�� จบไปเป็นรุ่นที่ 8 แล้วกับคอร์ส Psychology and UX ที่สอนโดยทีมงาน Skooldio คอร์สที่ช่วยให้เข้าใจหลักจิตวิทยา เพื่อสามารถนำความรู้ไปดีไซน์ Product ให้โดนใจลูกค้ามากขึ้น 

�� และนี่คือภาพบรรยากาศสุดประทับใจของผู้ร่วมคลาส Psychology and UX รุ่นที่ 8 ที่มีตั้งแต่น้องอายุ 14 ปีจนถึงดอกเตอร์ด้านวิศวกรรมชีวเวชเลย! 
.
�� ถ้าไม่อยากพลาดคอร์ส Upskill เจ๋งๆ แบบนี้ ลงชื่อติดตามรอบถัดไปไว้ได้เลย! https://forms.gle/JrU5otr3RJZokMpK9
#Skooldio #ServiceDesign",https://www.facebook.com/352750091735719/posts/1288126608198058/,19,0,2,20,1,0.0,0,0,0,0,inactive
352750091735719_1289929534684432,Fri Sep 18 19:17:00 2020,photo,"อยากเป็นผู้นำที่เก่งในยุคดิจิทัล? ต้องเลิกใช้สกิลเดิมๆ 
.
ในยุคที่เทคโนโลยีดิจิทัลช่วยให้เราเข้าถึงลูกค้าได้มีประสิทธิภาพมากยิ่งขึ้น ยุคที่การแข่งขันไม่ได้วัดกันแค่สินค้า แต่เป็นประสบการณ์การใช้งาน ยุคที่ข้อมูลคือสินทรัพย์ที่มีค่าที่สุดขององค์กร ยุคที่โลกเปลี่ยนเร็วกว่าที่การทำงานแบบเดิมๆ จะรับไหว คุณ...ในฐานะผู้นำองค์กร มีสกิลที่พร้อมรับมือกับเรื่องเหล่านี้หรือยัง?
.
ถึงเวลาอัพสกิลผู้นำยุคดิจิทัลกับหลักสูตรที่เข้มข้นและแตกต่างกว่า! ด้วย Bootcamp ที่เน้นการลงมือทำ พร้อมเรียนรู้จากประสบการณ์จริงของผู้เชี่ยวชาญที่ประสบความสำเร็จในองค์กรใหญ่ระดับโลกมากมายทั้ง Facebook, Google, Amazon, Line, Lazada รวมไปถึงบริษัทเทคโนโลยีชั้นนำสัญชาติไทยอย่าง SCB10X, Builk และ Jitta
.
กับ Digital Leadership Bootcamp (DLB) รุ่นที่ 2 หลักสูตร 10 สัปดาห์ ด้วยเนื้อหาที่จะช่วยพัฒนาสกิลใหม่ๆ ทั้ง Design Thinking, Data Analytics, OKRs, Agile และทักษะอื่นๆ ที่จำเป็นสำหรับธุรกิจยุคดิจิทัล พร้อม Workshop ที่คุณจะได้ลงมือทำโจทย์ธุรกิจจริง ลองแก้ปัญหาจริง
.
หลักสูตรนี้เหมาะสำหรับ

�� เจ้าของ SME ที่อยากพลิกโฉมธุรกิจ 
�� ผู้บริหาร หรือหัวหน้าทีมในองค์กรใหญ่ที่กำลัง transform ตัวเอง 
�� ทีม People ที่อยากเข้าใจทักษะ และรูปแบบการทำงานขององค์กรดิจิทัล 
�� ผู้ที่สนใจพัฒนาทักษะความเป็นผู้นำที่แข็งแกร่งในยุคดิจิทัล
.
�� #พิเศษ สัมผัสประสบการณ์สร้าง Digital Product จริง ผ่านกระบวนการ Design Sprint จาก Google ที่คุณจะได้ลองทำ Prototype ไปทดสอบกับลูกค้าจริงภายในเวลาแค่ 3 วัน นำโดย ดร.วิโรจน์ จิรพัฒนกุล Google Certified Sprint Master คนแรกของเมืองไทย
.
#เปิดรับสมัครแล้ววันนี้ ดูรายละเอียดเพิ่มเติมที่ �� https://to.skooldio.com/newspk
.
สอบถามเพิ่มเติมได้ที่ hello@skooldio.com หรือ ส่ง Inbox เข้ามาที่เพจ Skooldio
.
#DigitalLeadershipBootcamp #DLB #Skooldio",https://www.facebook.com/skooldio/photos/a.457984764545584/1289928978017821/?type=3,97,3,28,104,3,0.0,0,4,0,0,inactive
352750091735719_1290077564669629,Sat Sep 19 08:27:00 2020,photo,"�� เคยมั้ย? นั่งอยู่กับที่แล้วคิดงานไม่ออก
แต่พอย้ายไปทำในร้านกาแฟ หรือลองเปลี่ยนมุมทำงาน ไอเดียกลับปิ๊ง! ซะงั้น ��
.
ที่เป็นแบบนี้ไม่ใช่เรื่องบังเอิญ เพราะดร.จอห์น โอคีฟ และผู้ร่วมวิจัยที่ได้รับรางวัลโนเบลสาขาสรีรวิทยาหรือการแพทย์ในปี 2014 ค้นพบว่าเมื่อเราเปลี่ยนสถานที่ทำงาน จะกระตุ้นสมองส่วนฮิปโปแคมปัสซึ่งมี ‘เซลล์ประสาทสถานที่ (Place Cell)’ ที่จะปล่อยคลื่นทีตาออกมา เพื่อช่วยให้ความจำและการทำงานของเราราบรื่นขึ้นได้
.
แล้วถ้าเป็นพนักงานออฟฟิศที่ย้ายที่ทำงานไม่ได้ง่ายๆ ล่ะ จะทำยังไง? ไม่ยากครับ แค่ลุกออกไปหยิบเอกสาร เบรคลงไปซื้อของ เดินขึ้นบันได หรือเดินวนไปวนมาในห้องน้ำ แค่นี้ก็ช่วยกระตุ้น ‘เซลล์ประสาทสถานที่’ ได้เหมือนกัน
.
Source : หนังสือ 覚えない記憶術
.
#Skooldio #UpskillWithSkooldio",https://www.facebook.com/skooldio/photos/a.457984764545584/1290077051336347/?type=3,129,1,49,130,0,0.0,0,1,0,0,inactive
352750091735719_1288331978177521,Sat Sep 19 12:53:17 2020,photo,"�� SOLD OUT !! ��
.
เต็มแล้วจ้าาาา❗ขอบคุณทุกคนมากค้าบบบบบ �� ที่สมัครเข้ามามากมาย 
และต้องขออภัยอีกหลายท่านที่จองกันไม่ทันกับคอร์ส 
.
�� Deploying Applications with Kubernetes Best Practices ��
.
�� ถ้าไม่อยากพลาดรอบต่อไป 
สามารถลงชื่อไว้เพื่อรับ #ส่วนลดพิเศษ ก่อนได้ที่ >> https://forms.gle/JrU5otr3RJZokMpK9 
.
�� #ถ้าอยากเป็นคนเก่งขึ้นกว่าเดิม‼ เรายังมีคอร์สอัพสกิลเจ๋งๆ อีกเพียบ สามารถเข้าไปดูได้ที่ >> https://www.skooldio.com/browse
.
#Skooldio #Kubernetes",https://www.facebook.com/skooldio/photos/a.457984764545584/1288330881510964/?type=3,12,0,1,15,0,0.0,0,3,0,0,inactive
352750091735719_1289944354682950,Sat Sep 19 19:11:40 2020,photo,"�� #จันทร์นี้เจอกัน �� มาหาคำตอบว่าทำไม Leader ที่ดีต้องเรียนรู้ตลอดเวลา และผู้นำองค์กรควรเรียนรู้ทักษะอะไร? เรียนรู้แบบไหน?
.
�� พร้อมชี้เป้าหนังสือ / บทความ / Influencer น่าติดตาม และอื่นๆ อีกมากมาย
.
กับ 3 สุดยอดผู้บริหารนักพัฒนาตัวเองแห่งยุคดิจิทัล!

��️ พบกันวันจันทร์ที่ 21 กันยายน เวลา 19:30 - 21:00 น.
ที่หน้าเพจ Skooldio เท่านั้น!
.
#ครั้งนี้มาวันจันทร์นะ
#SkooldioLive
#BeanInfiniteLearner",https://www.facebook.com/skooldio/photos/a.457984764545584/1289133178097401/?type=3,15,0,2,15,0,0.0,0,0,0,0,ineligible
352750091735719_1289972074680178,Sun Sep 20 08:27:43 2020,link,"�� ที่ประชุมเยอะๆ นี่นับว่าทำงานมีประสิทธิภาพมั้ย? 

�� ตอบ email ทั้งวัน! รับโทรศัพท์ลูกค้าทั้งวัน! แปลว่าทำงานเก่งหรือเปล่า? 

��‍�� มาเช้ากลับดึก ทำงานวันเสาร์-อาทิตย์ตลอด เป็นสัญญาณของคนขยันที่องค์กรควรให้รางวัลใช่หรือไม่?
.
ในบทความนี้เราจะมาลองดูหลักคิดง่ายๆ ในการวัดผลของงาน ว่าเราควรวัดอะไร แบบไหนที่เรียกว่าทำงานแล้วได้งาน  ที่จะช่วยให้ทุกคนหันมาโฟกัสกับสิ่งที่สร้าง impact ให้องค์กรได้จริงๆ
.
#Skooldio #UpskillWithSkooldio",https://blog.skooldio.com/asses-your-team-with-their-output-not-activities/,32,1,15,33,0,0.0,0,1,0,0,inactive
352750091735719_1290845404592845,Sun Sep 20 17:55:55 2020,link,"""การเปลี่ยนแปลงเป็นสิ่งที่รับมือได้ ถ้ารับพร้อมตั้งรับเพราะคนที่พร้อมเท่านั้นจะอยู่รอด""
.
มาอ่านบทสัมภาษณ์คุณเจส ภัคศิกร ทับทิมทอง CEO และ Co-Founder แห่ง Mission To Top U บริษัทให้คำปรึกษานักเรียนเพื่อเรียนต่อมหาลัยดังในต่างประเทศกับการปรับสกิลผู้นำยุคใหม่ให้พร้อมรับมือกับการเปลี่ยนแปลงสู่โลกดิจิทัลจากหลักสูตร Digital Leadership Bootcamp รุ่นที่ 1 ของ Skooldio
.
���� #เปิดรับสมัครรุ่นที่2แล้ว หลักสูตร 10 สัปดาห์ ที่เข้มข้นและแตกต่างกว่า ด้วย Bootcamp ที่เน้นการลงมือทำ พร้อมเรียนรู้จากประสบการณ์จริงของผู้เชี่ยวชาญที่ประสบความสำเร็จในองค์กรใหญ่ระดับโลกมากมายทั้ง Facebook, Google, Amazon, Line, Lazada รวมไปถึงบริษัทเทคโนโลยีชั้นนำสัญชาติไทยอย่าง SCB10X, Builk และ Jitta
.
ด้วยเนื้อหาที่จะช่วยพัฒนาสกิลใหม่ๆ ทั้ง Design Thinking, Data Analytics, OKRs, Agile และทักษะอื่นๆ ที่จำเป็นสำหรับธุรกิจยุคดิจิทัล พร้อม Workshop ที่คุณจะได้ลงมือทำโจทย์ธุรกิจจริง ลองแก้ปัญหาจริง
.
หลักสูตรนี้เหมาะสำหรับ
�� เจ้าของ SME ที่อยากพลิกโฉมธุรกิจ 
�� ผู้บริหาร หรือหัวหน้าทีมในองค์กรใหญ่ที่กำลัง transform ตัวเอง 
�� ทีม People ที่อยากเข้าใจทักษะ และรูปแบบการทำงานขององค์กรดิจิทัล 
�� ผู้ที่สนใจพัฒนาทักษะความเป็นผู้นำที่แข็งแกร่งในยุคดิจิทัล
.
�� #พิเศษ สัมผัสประสบการณ์สร้าง Digital Product จริง ผ่านกระบวนการ Design Sprint จาก Google ที่คุณจะได้ลองทำ Prototype ไปทดสอบกับลูกค้าจริงภายในเวลาแค่ 3 วัน นำโดย ดร.วิโรจน์ จิรพัฒนกุล Google Certified Sprint Master คนแรกของเมืองไทย
.
#เปิดรับสมัครแล้ววันนี้ ดูรายละเอียดเพิ่มเติมที่ �� https://to.skooldio.com/chtmn
.
สอบถามเพิ่มเติมได้ที่ hello@skooldio.com หรือ ส่ง Inbox เข้ามาที่เพจ Skooldio
.
#DigitalLeadershipBootcamp #DLB #Skooldio",https://blog.skooldio.com/%e0%b9%81%e0%b8%84%e0%b9%88%e0%b9%80%e0%b8%aa%e0%b8%a3%e0%b8%b4%e0%b8%a1%e0%b8%aa%e0%b8%81%e0%b8%b4%e0%b8%a5%e0%b8%94%e0%b8%b4%e0%b8%88%e0%b8%b4%e0%b8%97%e0%b8%b1%e0%b8%a5%e0%b9%83%e0%b8%ab%e0%b9%89/,9,0,5,10,0,0.0,0,1,0,0,inactive
352750091735719_1290234101320642,Mon Sep 21 08:27:00 2020,photo,"�� ใครกำลังทำ Digital Transformation ห้ามพลาด! ��
พบ 5 กรณีศึกษาจากเพจ ลงทุนแมน กับ 5 กลยุทธ์สุดเจ๋งในการปรับองค์กรให้อยู่รอดในยุค Digital Disruption เขาทำกันอย่างไร ไปดูกันได้เลย
.
.
�� ตอนที่ 1⃣: จากวิกฤตต้มยำกุ้ง จนถึงวันที่เจอ Digital Disruption: เล่าถึงเรื่องการทำธุรกิจของ AP ที่ต้องเจอวิกฤตต้มยำกุ้งตั้งแต่ 6 ปีแรกที่ก่อตั้งบริษัท จนเป็นหนี้กว่า 3,000 ล้านบาท แต่ก็สามารถพลิกฟื้นตัวขึ้นมาได้ และพบกับแนวคิดสำคัญในการ “สร้างคน” ขึ้นมา ด้วยการ Re-skill พนักงานเดิมให้มีทักษะใหม่และความเชี่ยวชาญที่เท่าทันความต้องการทางธุรกิจ รวมไปถึงข้อคิดต่อการทำธุรกิจของคนรุ่นใหม่ไว้อย่างน่าสนใจ

 �� เข้าไปชมเนื้อหาเต็มๆ ได้ที่ https://to.skooldio.com/LTM-AP
.
.
�� ตอนที่ 2⃣: กรณีศึกษา การปรับตัวของ UNIQLO ในยุคดิจิทัล: ในตลาดธุรกิจเสื้อผ้าค้าปลีกที่มีการแข่งขันสูงมาก ทำให้ Uniqlo ต้องปรับแผนกลยุทธ์ใหม่โดยการขับเคลื่อนด้วยเทคโนโลยีสองส่วนหลัก คือ การปรับการดำเนินการภายในตั้งแต่ต้นจนปลาย หรือทั้ง Supply Chain เพื่อให้เกิดประสิทธิภาพสูงที่สุด รวดเร็วที่สุด และประหยัดที่สุด ส่วนที่สอง คือ การลงทุนวิจัยคิดค้นนวัตกรรมใหม่ๆ อยู่เสมอ ซึ่งส่วนนี้จะเห็นได้จากสินค้า Line อย่าง AIRism หรือ HEATTECH ที่ประสบความสำเร็จเป็นอย่างมาก

�� เข้าไปอ่านเนื้อหาเต็มๆ ได้ที่ https://to.skooldio.com/LTM-UNIQLO
.
.
�� ตอนที่ 3⃣: ธุรกิจต้องเปลี่ยน ก่อนจะไม่มีจุดยืนในมุมมองคุณศุภจี CEO ดุสิตธานี: ธุรกิจโรงแรมเป็นหนึ่งในธุรกิจที่ได้รับผลกระทบอย่างมาก จากพฤติกรรมที่เปลี่ยนแปลงไปของผู้บริโภค ด้วยเทคโนโลยี และการเข้าถึงบริการที่เปลี่ยนไปอย่าง Airbnb ธุรกิจโรงแรมจึงจำเป็นต้องปรับตัวตามให้ทัน โดยแนวทางของดุสิตธานี ได้ใช้สามสิ่งสำคัญ ในการปรับตัวสู้กับความท้าทายนี้ ได้แก่ 1. ความสะดวกสบายของผู้บริโภค 2. ประสบการณ์ที่ได้รับ และ 3. การสร้างคุณค่าให้แก่ผู้บริโภคของสินค้าและบริการ

�� เข้าไปอ่านเนื้อหาเต็มๆ ได้ที่ https://to.skooldio.com/LTM-DUSITTHANI 
.
.
�� ตอนที่ 4⃣: กรณีศึกษา โมเดลธุรกิจของ Xiaomi ที่ทำให้มีสินค้าเยอะและเร็ว: ตอนนี้บอกเล่าเรื่องราวของบริษัทเทคสัญชาติจีนอย่าง ""Xiaomi"" ที่เรามักจะพบว่า มีสินค้าหลากหลายชนิดให้เลือกซื้อเต็มไปหมด นั่นเพราะนอกจากเขาจะผลิตสินค้าเองแล้ว ยังเข้าไปลงทุนใน startup หลายแห่ง เพื่อเน้นสร้างสินค้าแบรนด์ Xiaomi ที่หลากหลายเข้าสู่ตลาด และยังอาศัยโอกาสนี้ แลกเปลี่ยนข้อมูลทางนวัตกรรมกันตลอดเวลาอีกด้วย

�� เข้าไปอ่านเนื้อหาเต็มๆ ได้ที่ https://to.skooldio.com/LTM-Xiaomi
.
.
�� ตอนที่ 5⃣: รู้จัก Gojek ขุมพลังความสำเร็จของ GET ในประเทศไทย: เรื่องราวของ Startup ระดับยูนิคอร์นแบรนด์แรกของอินโดนีเซีย ที่มีจุดเริ่มต้นจากความต้องการแก้ปัญหาการเดินทางใน “ผู้คน” กรุงจาร์กาต้า เมืองหลวงของประเทศอินโดนีเซีย ที่การจราจรติดขัดมากจนเดินทางด้วยรถยนต์ไม่สะดวก Gojek จึงช่วยเชื่อมต่อระหว่างวินมอเตอร์ไซค์ และผู้ที่ต้องการความเร็วในการสัญจร ให้มาพบกัน ก่อนจะประสบความสำเร็จอย่างสูง จนสามารถขยายการให้บริการไปยังธุรกิจอื่น และกลายเป็น Super App ในเวลาต่อมา นี่เป็นอีกหนึ่งตัวอย่างที่ดีว่าการสร้างนวัตกรรมที่ดีนั้น ต้องเริ่มต้นที่ “มนุษย์”

�� เข้าไปอ่านเนื้อหาเต็มๆ ได้ที่ https://to.skooldio.com/LTM-Gojek

-------------------------------------------------------------------

ดูตัวอย่างจากลงทุนแมนกันไปแล้ว ถ้าต้องการลงมือทำจริง หรืออยากให้กลับไปปรับใช้กับองค์กรของตัวเองได้จริง ขอแนะนำหลักสูตร “Digital Leadership Bootcamp” (DLB) รุ่นที่ 2
.
หลักสูตร 10 สัปดาห์ ที่จะพาคุณไปท่องโลกของทักษะใหม่ๆ ที่จำเป็นสำหรับธุรกิจยุคดิจิทัล พร้อม Workshop ที่คุณจะได้ลงมือทำโจทย์ธุรกิจจริง ลองแก้ปัญหาจริง
.
#เปิดรับสมัครแล้ววันนี้ ดูรายละเอียดเพิ่มเติมที่ https://to.skooldio.com/LTM2
.
สอบถามเพิ่มเติมได้ที่ hello@skooldio.com หรือ ส่ง Inbox เข้ามาที่เพจ Skooldio
.
#DigitalLeadershipBootcamp #DLB #Skooldio",https://www.facebook.com/skooldio/photos/a.457984764545584/1290214061322646/?type=3,258,3,546,263,3,0.0,0,2,0,0,inactive
352750091735719_1292286577782061,Mon Sep 21 12:47:00 2020,photo,"�� #ค่ำนี้เจอกัน �� มาหาคำตอบว่าทำไม Leader ที่ดีต้องเรียนรู้ตลอดเวลา และผู้นำองค์กรควรเพิ่มทักษะอะไร? เรียนรู้แบบไหน?
.
�� พร้อมชี้เป้าหนังสือ / บทความ / Influencer น่าติดตาม และอื่นๆ อีกมากมาย
.
กับ 3 สุดยอดผู้บริหารนักพัฒนาตัวเองแห่งยุคดิจิทัล!

�� คุณกวีวุฒิ เต็มภูวภัทร 
เจ้าของเพจ 8 บรรทัดครึ่ง และ Head ของทีม SCB 10X

�� คุณรวิศ หาญอุตสาหะ 
เจ้าของเพจ Mission To The Moon และ CEO บริษัทศรีจันทร์สหโอสถ

�� ดร. วิโรจน์ จิรพัฒนกุล
Managing Director, Skooldio
.
��️ พบกันวันนี้❗ เวลา 19:30 - 21:00 น.
ที่หน้าเพจ Skooldio เท่านั้น!
.
#SkooldioLive #BeanInfiniteLearner",https://www.facebook.com/skooldio/photos/a.457984764545584/1292283624449023/?type=3,45,2,17,46,0,0.0,0,1,0,0,inactive
352750091735719_811277939699256,Mon Sep 21 19:33:38 2020,video,"Are You an Infinite Learner? ผู้นำที่ดี ต้องไม่มีวันหยุดเรียนรู้
.
พบกับ 3 สุดยอดผู้บริหารนักพัฒนาตัวเองแห่งยุคดิจิทัล!
- คุณกวีวุฒิ เต็มภูวภัทร
เจ้าของเพจ 8 บรรทัดครึ่ง และ Head ของทีม SCB 10X
- คุณรวิศ หาญอุตสาหะ
เจ้าของเพจ Mission To The Moon และ CEO บริษัทศรีจันทร์สหโอสถ
- ดร. วิโรจน์ จิรพัฒนกุล
Managing Director, Skooldio
.
มาหาคำตอบว่าทำไม Leader ที่ดีต้องเรียนรู้ตลอดเวลา และผู้นำองค์กรควรเพิ่มทักษะอะไร? เรียนรู้แบบไหน?
พร้อมชี้เป้าหนังสือ / บทความ / Influencer น่าติดตาม และอื่นๆ อีกมากมาย",https://www.facebook.com/skooldio/videos/811277939699256/,230,102,244,274,35,0.0,3,5,0,1,inactive
352750091735719_1292602751083777,Mon Sep 21 20:14:32 2020,photo,,https://www.facebook.com/skooldio/photos/a.457984764545584/1292602561083796/?type=3,131,0,15,133,2,0.0,0,0,0,0,inactive
352750091735719_1292607671083285,Mon Sep 21 20:21:15 2020,photo,,https://www.facebook.com/skooldio/photos/a.457984764545584/1292607551083297/?type=3,67,0,4,67,0,0.0,0,0,0,0,inactive
352750091735719_1292627657747953,Mon Sep 21 20:48:25 2020,photo,,https://www.facebook.com/skooldio/photos/a.457984764545584/1292626521081400/?type=3,54,0,6,55,0,0.0,0,1,0,0,inactive
